Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2014,201409,Exports,United Kingdom,Finland,"Palm oil and its fractions, not chemically modified",1511,84032
2014,201409,Exports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,183221
2014,201409,Imports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,379187
2014,201409,Exports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,399091
2014,201409,Imports,United Kingdom,Ghana,"Palm oil and its fractions, not chemically modified",1511,129684
2014,201409,Exports,United Kingdom,Hungary,"Palm oil and its fractions, not chemically modified",1511,1618
2014,201409,Imports,United Kingdom,Indonesia,"Palm oil and its fractions, not chemically modified",1511,10767896
2014,201409,Exports,United Kingdom,Ireland,"Palm oil and its fractions, not chemically modified",1511,2070895
2014,201409,Exports,United Kingdom,Italy,"Palm oil and its fractions, not chemically modified",1511,100459
2014,201409,Exports,United Kingdom,Japan,"Palm oil and its fractions, not chemically modified",1511,13172
2014,201409,Exports,United Kingdom,Latvia,"Palm oil and its fractions, not chemically modified",1511,2518
2014,201409,Imports,United Kingdom,Malaysia,"Palm oil and its fractions, not chemically modified",1511,2590364
2014,201409,Exports,United Kingdom,Morocco,"Palm oil and its fractions, not chemically modified",1511,1382
2014,201409,Imports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,4949895
2014,201409,Exports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,11121
2014,201409,Imports,United Kingdom,Papua New Guinea,"Palm oil and its fractions, not chemically modified",1511,12535569
2014,201409,Imports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,2968
2014,201409,Exports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,114426
2014,201409,Exports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,13772
2014,201409,Imports,United Kingdom,Sierra Leone,"Palm oil and its fractions, not chemically modified",1511,8839
2014,201409,Exports,United Kingdom,Slovakia,"Palm oil and its fractions, not chemically modified",1511,611
2014,201409,Exports,United Kingdom,South Africa,"Palm oil and its fractions, not chemically modified",1511,14176
2014,201409,Imports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,359247
2014,201409,Exports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,75841
2014,201409,Exports,United Kingdom,Sweden,"Palm oil and its fractions, not chemically modified",1511,16177
2014,201409,Exports,United Kingdom,Switzerland,"Palm oil and its fractions, not chemically modified",1511,1483
2014,201409,Exports,United Kingdom,Thailand,"Palm oil and its fractions, not chemically modified",1511,5977
2014,201409,Imports,United Kingdom,United States of America,"Palm oil and its fractions, not chemically modified",1511,6365
2014,201410,Exports,United Kingdom,Australia,"Palm oil and its fractions, not chemically modified",1511,8194
2014,201410,Exports,United Kingdom,Austria,"Palm oil and its fractions, not chemically modified",1511,243
2014,201410,Imports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,880
2014,201410,Exports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,16435
2014,201410,Imports,United Kingdom,Solomon Isds,"Palm oil and its fractions, not chemically modified",1511,3951044
2014,201410,Exports,United Kingdom,Estonia,"Palm oil and its fractions, not chemically modified",1511,84
2014,201410,Exports,United Kingdom,Finland,"Palm oil and its fractions, not chemically modified",1511,33457
2014,201410,Exports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,151688
2014,201410,Imports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,556276
2014,201410,Exports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,304834
2014,201410,Imports,United Kingdom,Ghana,"Palm oil and its fractions, not chemically modified",1511,137469
2014,201410,Exports,United Kingdom,Hungary,"Palm oil and its fractions, not chemically modified",1511,103
2014,201410,Imports,United Kingdom,Indonesia,"Palm oil and its fractions, not chemically modified",1511,2377990
2014,201410,Exports,United Kingdom,Ireland,"Palm oil and its fractions, not chemically modified",1511,1851771
2014,201410,Exports,United Kingdom,Italy,"Palm oil and its fractions, not chemically modified",1511,70625
2014,201410,Exports,United Kingdom,Japan,"Palm oil and its fractions, not chemically modified",1511,21951
2014,201410,Exports,United Kingdom,Jordan,"Palm oil and its fractions, not chemically modified",1511,3207
2014,201410,Exports,United Kingdom,Lithuania,"Palm oil and its fractions, not chemically modified",1511,11
2014,201410,Imports,United Kingdom,Malaysia,"Palm oil and its fractions, not chemically modified",1511,3903163
2014,201410,Exports,United Kingdom,Malta,"Palm oil and its fractions, not chemically modified",1511,61422
2014,201410,Imports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,4503874
2014,201410,Exports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,13201
2014,201410,Imports,United Kingdom,Nigeria,"Palm oil and its fractions, not chemically modified",1511,797
2014,201410,Exports,United Kingdom,Norway,"Palm oil and its fractions, not chemically modified",1511,19287
2014,201410,Imports,United Kingdom,Papua New Guinea,"Palm oil and its fractions, not chemically modified",1511,28227792
2014,201410,Imports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,3016
2014,201410,Exports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,140853
2014,201410,Exports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,5250
2014,201410,Exports,United Kingdom,Russian Federation,"Palm oil and its fractions, not chemically modified",1511,2162
2014,201410,Exports,United Kingdom,Singapore,"Palm oil and its fractions, not chemically modified",1511,5607
2014,201410,Exports,United Kingdom,Slovakia,"Palm oil and its fractions, not chemically modified",1511,599
2014,201410,Imports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,51536
2014,201410,Exports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,29310
2014,201410,Exports,United Kingdom,Sweden,"Palm oil and its fractions, not chemically modified",1511,1709
2014,201410,Exports,United Kingdom,Switzerland,"Palm oil and its fractions, not chemically modified",1511,4916
2014,201410,Exports,United Kingdom,United States of America,"Palm oil and its fractions, not chemically modified",1511,70838
2014,201411,Exports,United Kingdom,Australia,"Palm oil and its fractions, not chemically modified",1511,17441
2014,201411,Exports,United Kingdom,Austria,"Palm oil and its fractions, not chemically modified",1511,21123
2014,201411,Imports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,241
2014,201411,Exports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,1652
2014,201411,Imports,United Kingdom,Brazil,"Palm oil and its fractions, not chemically modified",1511,1373
2014,201411,Exports,United Kingdom,Brazil,"Palm oil and its fractions, not chemically modified",1511,9808
2014,201411,Exports,United Kingdom,Denmark,"Palm oil and its fractions, not chemically modified",1511,185
2014,201411,Exports,United Kingdom,Finland,"Palm oil and its fractions, not chemically modified",1511,42487
2014,201411,Imports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,13774
2014,201411,Exports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,49804
2014,201411,Imports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,273777
2014,201411,Exports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,319363
2014,201411,Imports,United Kingdom,Ghana,"Palm oil and its fractions, not chemically modified",1511,52295
2014,201411,Exports,United Kingdom,Greece,"Palm oil and its fractions, not chemically modified",1511,1052
2014,201411,Imports,United Kingdom,Indonesia,"Palm oil and its fractions, not chemically modified",1511,2067083
2014,201411,Exports,United Kingdom,Ireland,"Palm oil and its fractions, not chemically modified",1511,1929905
2014,201411,Exports,United Kingdom,Italy,"Palm oil and its fractions, not chemically modified",1511,41123
2014,201411,Exports,United Kingdom,Japan,"Palm oil and its fractions, not chemically modified",1511,3741
2014,201411,Imports,United Kingdom,Malaysia,"Palm oil and its fractions, not chemically modified",1511,1910889
2014,201411,Exports,United Kingdom,Malta,"Palm oil and its fractions, not chemically modified",1511,56968
2014,201411,Exports,United Kingdom,Morocco,"Palm oil and its fractions, not chemically modified",1511,1409
2014,201411,Imports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,5237675
2014,201411,Exports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,236269
2014,201411,Imports,United Kingdom,Nigeria,"Palm oil and its fractions, not chemically modified",1511,2204
2014,201411,Imports,United Kingdom,Papua New Guinea,"Palm oil and its fractions, not chemically modified",1511,2515367
2014,201411,Imports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,3676
2014,201411,Exports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,61766
2014,201411,Exports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,5258
2014,201411,Imports,United Kingdom,Sierra Leone,"Palm oil and its fractions, not chemically modified",1511,3931
2014,201411,Exports,United Kingdom,Slovakia,"Palm oil and its fractions, not chemically modified",1511,585
2014,201411,Imports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,369146
2014,201411,Exports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,37123
2014,201411,Exports,United Kingdom,Sweden,"Palm oil and its fractions, not chemically modified",1511,2444
2014,201411,Exports,United Kingdom,Switzerland,"Palm oil and its fractions, not chemically modified",1511,12306
2014,201411,Exports,United Kingdom,Thailand,"Palm oil and its fractions, not chemically modified",1511,9494
2014,201411,Exports,United Kingdom,United Arab Emirates,"Palm oil and its fractions, not chemically modified",1511,1832
2014,201411,Exports,United Kingdom,United States of America,"Palm oil and its fractions, not chemically modified",1511,3386
2014,201412,Exports,United Kingdom,Australia,"Palm oil and its fractions, not chemically modified",1511,37945
2014,201412,Exports,United Kingdom,Austria,"Palm oil and its fractions, not chemically modified",1511,413
2014,201412,Imports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,21906
2014,201412,Exports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,17790
2014,201412,Imports,United Kingdom,Solomon Isds,"Palm oil and its fractions, not chemically modified",1511,2521544
2014,201412,Imports,United Kingdom,Colombia,"Palm oil and its fractions, not chemically modified",1511,126327
2014,201412,Imports,United Kingdom,Ecuador,"Palm oil and its fractions, not chemically modified",1511,39631
2014,201412,Exports,United Kingdom,Estonia,"Palm oil and its fractions, not chemically modified",1511,41
2014,201412,Exports,United Kingdom,Finland,"Palm oil and its fractions, not chemically modified",1511,30860
2014,201412,Exports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,154971
2014,201412,Imports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,359952
2014,201412,Exports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,207161
2014,201412,Imports,United Kingdom,Ghana,"Palm oil and its fractions, not chemically modified",1511,150748
2014,201412,Exports,United Kingdom,Hungary,"Palm oil and its fractions, not chemically modified",1511,47
2014,201412,Imports,United Kingdom,Indonesia,"Palm oil and its fractions, not chemically modified",1511,1199037
2014,201412,Exports,United Kingdom,Ireland,"Palm oil and its fractions, not chemically modified",1511,2879933
2014,201412,Exports,United Kingdom,Italy,"Palm oil and its fractions, not chemically modified",1511,39889
2014,201412,Exports,United Kingdom,Japan,"Palm oil and its fractions, not chemically modified",1511,24261
2014,201412,Exports,United Kingdom,Lithuania,"Palm oil and its fractions, not chemically modified",1511,64
2014,201412,Imports,United Kingdom,Malaysia,"Palm oil and its fractions, not chemically modified",1511,5573897
2014,201412,Exports,United Kingdom,Malta,"Palm oil and its fractions, not chemically modified",1511,84898
2014,201412,Imports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,6603862
2014,201412,Exports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,773427
2014,201412,Imports,United Kingdom,Papua New Guinea,"Palm oil and its fractions, not chemically modified",1511,13538964
2014,201412,Imports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,6177
2014,201412,Exports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,9377
2014,201412,Exports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,5559
2014,201412,Exports,United Kingdom,India,"Palm oil and its fractions, not chemically modified",1511,2658
2014,201412,Imports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,382549
2014,201412,Exports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,75567
2014,201412,Imports,United Kingdom,Sweden,"Palm oil and its fractions, not chemically modified",1511,42363
2014,201412,Exports,United Kingdom,Sweden,"Palm oil and its fractions, not chemically modified",1511,665
2014,201412,Imports,United Kingdom,Egypt,"Palm oil and its fractions, not chemically modified",1511,1497
2014,201412,Exports,United Kingdom,Egypt,"Palm oil and its fractions, not chemically modified",1511,3549
2014,201412,Exports,United Kingdom,United States of America,"Palm oil and its fractions, not chemically modified",1511,2686
